,chapter,paragraph,paraph_class,paraph_class_name,text,sentence_paraph_class,logprob
149,8,2,6,Family and Social Structures,"Many believe that nothing has contributed more to the vastness and perpetuity of the Chinese Empire than their practical recognition of a commandment promulgated both by Moses and Confucius, the fifth in the Mosaic decalogue: ""Honor thy father and thy mother that thy days may be long upon the land which the Lord thy God giveth thee.""",Family and Social Structures,0.99956738166768
150,8,3,18,Religion (Buddhism and Ancestor Worship),"According to Confucius, in his ""Filial Piety Classic,"" ""There are three thousand crimes to which one or the other of the five kinds of punishments is attached as a penalty, and of those no one is greater than disobedience to parents"";",Family and Social Structures,0.9999655483157134
151,8,3,18,Religion (Buddhism and Ancestor Worship),It is not at all identical with what we look upon as children's obedience and respect for their parents in Western countries.,Family and Social Structures,0.9999934438475342
152,8,3,18,Religion (Buddhism and Ancestor Worship),"The meaning would be better expressed if the so-called filial piety were termed veneration for ancestors, both immediate and remote, which, of course, should naturally begin with reverence for parents living.",Family and Social Structures,0.9999843235192247
153,8,3,18,Religion (Buddhism and Ancestor Worship),"To honor and commemorate the family line, therefore, shrines or temples are erected in which memorial tablets are placed to different members of the clan or family.",Architecture and Building,0.9975248533273499
154,8,3,18,Religion (Buddhism and Ancestor Worship),"This temple or ancestral hall before us has been erected, and is maintained by members of the Chun Clan, which has existed for some sixty generations.",Architecture and Building,0.9451356052941957
155,8,3,18,Religion (Buddhism and Ancestor Worship),"The Chun family were the founders and are still the proprietors of the Chun-li-Chai, the house name of an old medicine firm which has been in existence for a thousand years, and of which there are two establishments still to be found.",Family and Social Structures,0.9960717918511943
156,8,3,18,Religion (Buddhism and Ancestor Worship),"This beautiful ancestral temple is a shrine at which all members of the Chun Clan, from the humblest to the highest, can place their memorial tablets for those who have gone before.",Cemeteries and Burial Practices,0.9576089170145009
157,8,3,18,Religion (Buddhism and Ancestor Worship),"The second pavilion is for members who can afford only one hundred taels, a third for those who are only able to pay forty taels.",Social Classes and Customs,0.9998959565196353
158,8,3,18,Religion (Buddhism and Ancestor Worship),"Considerable time could be spent in examining the wonderful carving and grotesque decorative art in this charming structure, which is considered the finest in this part of the Empire.",Architecture and Building,0.9999991655627198
159,8,3,18,Religion (Buddhism and Ancestor Worship),"By a handful of ""cash"" (a small copper coin, seventeen of which make one cent) I induced those three juvenile Celestials to stand where you see them;",Religion (Buddhism and Ancestor Worship),0.9999775905817675
160,8,3,18,Religion (Buddhism and Ancestor Worship),"just out of sight at our left, the court is well filled with gaping onlookers, who were kept back with great difficulty.",Religion (Buddhism and Ancestor Worship),0.9129463978352154
161,8,3,18,Religion (Buddhism and Ancestor Worship),"The ready laugh usually denotes a genial nature, which is often lacking in the Chinese people.",Social Classes and Customs,0.999994457183575
162,8,3,18,Religion (Buddhism and Ancestor Worship),Everywhere one may see very small boys and girls carrying and caring for younger brothers and sisters;,Family and Social Structures,0.9998259509008989
163,8,4,1,Architecture and Building,"We have had a single glance into one court of this beautiful Ancestral Hall of Chun-Ka-Chie and will now, followed by a hundred gazing onlookers, turn out into the narrow street again and wend our way toward the west to another temple, old and dingy, but which constitutes one of the chief attractions to all who visit Canton.",Architecture and Building,0.9999988079127036
164,9,2,18,Religion (Buddhism and Ancestor Worship),"This temple was founded 500 A. D., or about fourteen hundred years ago, and is called the Flowery Forest Monastery, or Temple of Five Hundred Genii.",Architecture and Building,0.99998730510797
165,9,2,18,Religion (Buddhism and Ancestor Worship),At the early date of its establishment its surroundings probably made the former rural name appropriate.,Geography and Topography,0.9942879039231375
166,9,2,18,Religion (Buddhism and Ancestor Worship),"The exterior consists of a series of low, grimy buildings quite unattractive in appearance; so we lose little in confining ourselves to this view within where you can see a phalanx of the celebrated so-called Genii from which the temple takes the latter name.",Architecture and Building,0.9999985695686745
167,9,2,18,Religion (Buddhism and Ancestor Worship),These really are statues representing noteworthy disciples of Buddha; they are familiarly called Josses or idols.,Religion (Buddhism and Ancestor Worship),0.999999940388081
168,9,2,18,Religion (Buddhism and Ancestor Worship),"This being a Buddhistic shrine, let me, while we look at these odd figures, tell you briefly who Buddha was; you may easily know much more about this famous character than I do myself, yet it may be otherwise with some.",Religion (Buddhism and Ancestor Worship),0.9999998211970382
169,9,2,18,Religion (Buddhism and Ancestor Worship),"I have visited many of the most noted Buddhistic temples in India, Burmah and Ceylon, and have often been surprised to find how much error exists with reference to Buddhism.",Religion (Buddhism and Ancestor Worship),0.9994193281439467
170,9,2,18,Religion (Buddhism and Ancestor Worship),"For instance, many do not know that there are more Buddhists than Christians; that about one-third of the population of the world are Buddhists; that Buddhism is numerically the religion of the world; that two-thirds of the population of China are followers of Gautama, or Buddha.",Religion (Buddhism and Ancestor Worship),0.999999940388081
